Datum,Thuis,Uit,Thuis Doelpunten,Uit Doelpunten,Uitslag
02-11-2001,Willem II,Vitesse,1,1,Gelijk
03-11-2001,Fortuna Sittard,sc Heerenveen,1,0,Gewonnen
03-11-2001,Sparta,PSV,2,1,Gewonnen
03-11-2001,RKC Waalwijk,FC Den Bosch,3,3,Gelijk
03-11-2001,NEC,AZ,1,0,Gewonnen
04-11-2001,Roda JC,FC Groningen,3,1,Gewonnen
04-11-2001,NAC,Feyenoord,2,1,Gewonnen
04-11-2001,De Graafschap,Ajax,1,1,Gelijk
04-11-2001,FC Utrecht,FC Twente,1,1,Gelijk
16-11-2001,sc Heerenveen,Sparta,3,0,Gewonnen
17-11-2001,PSV,NEC,3,1,Gewonnen
17-11-2001,Willem II,Roda JC,1,1,Gelijk
17-11-2001,FC Den Bosch,FC Twente,1,3,Verloren
17-11-2001,Feyenoord,Vitesse,3,2,Gewonnen
17-11-2001,AZ,RKC Waalwijk,0,1,Verloren
18-11-2001,Ajax,NAC,1,3,Verloren
18-11-2001,FC Utrecht,De Graafschap,6,0,Gewonnen
18-11-2001,FC Groningen,Fortuna Sittard,4,2,Gewonnen
23-11-2001,AZ,FC Den Bosch,3,2,Gewonnen
24-11-2001,De Graafschap,Sparta,3,0,Gewonnen
24-11-2001,Fortuna Sittard,RKC Waalwijk,1,4,Verloren
24-11-2001,NAC,FC Groningen,5,0,Gewonnen
24-11-2001,FC Twente,sc Heerenveen,0,0,Gelijk
24-11-2001,Vitesse,Roda JC,2,0,Gewonnen
25-11-2001,Ajax,PSV,1,3,Verloren
25-11-2001,NEC,FC Utrecht,0,3,Verloren
25-11-2001,Feyenoord,Willem II,3,1,Gewonnen
27-11-2001,FC Groningen,AZ,0,1,Verloren
27-11-2001,FC Den Bosch,De Graafschap,3,1,Gewonnen
28-11-2001,NEC,NAC,1,3,Verloren
28-11-2001,Roda JC,Fortuna Sittard,1,0,Gewonnen
28-11-2001,RKC Waalwijk,Feyenoord,2,3,Verloren
28-11-2001,FC Utrecht,PSV,3,3,Gelijk
28-11-2001,Sparta,Willem II,3,2,Gewonnen
28-11-2001,Ajax,FC Twente,3,2,Gewonnen
30-11-2001,De Graafschap,FC Groningen,1,2,Verloren
01-12-2001,sc Heerenveen,Feyenoord,1,0,Gewonnen
01-12-2001,PSV,AZ,3,0,Gewonnen
01-12-2001,FC Twente,Fortuna Sittard,1,1,Gelijk
01-12-2001,RKC Waalwijk,Roda JC,3,0,Gewonnen
02-12-2001,FC Utrecht,Vitesse,3,1,Gewonnen
02-12-2001,Sparta,NEC,0,0,Gelijk
02-12-2001,Willem II,NAC,2,2,Gelijk
04-12-2001,Ajax,Fortuna Sittard,4,0,Gewonnen
07-12-2001,Vitesse,De Graafschap,2,1,Gewonnen
07-12-2001,Fortuna Sittard,FC Den Bosch,1,3,Verloren
08-12-2001,NAC,RKC Waalwijk,0,1,Verloren
08-12-2001,Willem II,sc Heerenveen,2,2,Gelijk
08-12-2001,AZ,Roda JC,1,2,Verloren
09-12-2001,Feyenoord,NEC,5,0,Gewonnen
09-12-2001,FC Groningen,Sparta,0,0,Gelijk
09-12-2001,PSV,FC Twente,1,0,Gewonnen
14-12-2001,Fortuna Sittard,NAC,2,3,Verloren
15-12-2001,FC Den Bosch,Vitesse,4,1,Gewonnen
15-12-2001,Roda JC,Ajax,1,1,Gelijk
15-12-2001,FC Twente,AZ,0,0,Gelijk
15-12-2001,De Graafschap,Willem II,1,1,Gelijk
16-12-2001,Feyenoord,PSV,0,0,Gelijk
16-12-2001,RKC Waalwijk,Sparta,1,1,Gelijk
16-12-2001,NEC,sc Heerenveen,1,0,Gewonnen
16-12-2001,FC Groningen,FC Utrecht,2,2,Gelijk
19-12-2001,Fortuna Sittard,FC Utrecht,3,3,Gelijk
19-12-2001,sc Heerenveen,FC Den Bosch,2,0,Gewonnen
19-12-2001,FC Twente,Feyenoord,3,2,Gewonnen
19-12-2001,Ajax,Vitesse,5,1,Gewonnen
22-12-2001,Willem II,FC Twente,3,3,Gelijk
22-12-2001,PSV,FC Groningen,8,0,Gewonnen
22-12-2001,NAC,sc Heerenveen,2,1,Gewonnen
22-12-2001,Vitesse,RKC Waalwijk,1,1,Gelijk
23-12-2001,FC Utrecht,Ajax,3,1,Gewonnen
23-12-2001,NEC,Roda JC,1,0,Gewonnen
25-01-2002,Sparta,sc Heerenveen,1,4,Verloren
26-01-2002,Roda JC,FC Twente,2,1,Gewonnen
26-01-2002,PSV,NAC,3,1,Gewonnen
26-01-2002,De Graafschap,Fortuna Sittard,5,0,Gewonnen
26-01-2002,AZ,FC Groningen,3,2,Gewonnen
27-01-2002,FC Utrecht,Feyenoord,2,2,Gelijk
27-01-2002,Vitesse,NEC,2,1,Gewonnen
27-01-2002,RKC Waalwijk,Willem II,0,1,Verloren
27-01-2002,FC Den Bosch,Ajax,0,1,Verloren
31-01-2002,Willem II,FC Groningen,3,1,Gewonnen
01-02-2002,NEC,Sparta,1,1,Gelijk
02-02-2002,FC Twente,De Graafschap,0,0,Gelijk
02-02-2002,FC Den Bosch,RKC Waalwijk,1,0,Gewonnen
02-02-2002,Fortuna Sittard,PSV,0,1,Verloren
02-02-2002,AZ,Vitesse,0,0,Gelijk
03-02-2002,Willem II,Ajax,1,3,Verloren
03-02-2002,FC Utrecht,sc Heerenveen,0,0,Gelijk
03-02-2002,Feyenoord,Roda JC,5,0,Gewonnen
03-02-2002,FC Groningen,NAC,3,0,Gewonnen
05-02-2002,RKC Waalwijk,PSV,2,1,Gewonnen
06-02-2002,Roda JC,FC Utrecht,1,0,Gewonnen
06-02-2002,NAC,Sparta,2,2,Gelijk
06-02-2002,Feyenoord,Fortuna Sittard,1,0,Gewonnen
08-02-2002,FC Twente,FC Den Bosch,4,0,Gewonnen
09-02-2002,Vitesse,Fortuna Sittard,1,1,Gelijk
09-02-2002,Sparta,De Graafschap,1,3,Verloren
09-02-2002,AZ,sc Heerenveen,0,2,Verloren
10-02-2002,FC Groningen,Feyenoord,0,1,Verloren
10-02-2002,Ajax,RKC Waalwijk,3,1,Gewonnen
10-02-2002,FC Utrecht,NEC,1,4,Verloren
15-02-2002,FC Den Bosch,Sparta,1,1,Gelijk
16-02-2002,sc Heerenveen,Willem II,3,0,Gewonnen
16-02-2002,De Graafschap,Roda JC,2,1,Gewonnen
16-02-2002,NEC,PSV,0,4,Verloren
17-02-2002,Vitesse,Feyenoord,2,1,Gewonnen
17-02-2002,FC Twente,NAC,1,2,Verloren
17-02-2002,AZ,Ajax,0,0,Gelijk
20-02-2002,FC Den Bosch,FC Groningen,1,4,Verloren
20-02-2002,Sparta,AZ,0,4,Verloren
23-02-2002,Roda JC,Willem II,2,0,Gewonnen
23-02-2002,Vitesse,FC Den Bosch,1,1,Gelijk
24-02-2002,NAC,Ajax,0,1,Verloren
24-02-2002,RKC Waalwijk,AZ,3,2,Gewonnen
24-02-2002,Feyenoord,FC Twente,1,2,Verloren
24-02-2002,PSV,FC Utrecht,4,0,Gewonnen
27-02-2002,Fortuna Sittard,Ajax,1,1,Gelijk
01-03-2002,NAC,AZ,3,1,Gewonnen
02-03-2002,Willem II,FC Utrecht,4,2,Gewonnen
02-03-2002,De Graafschap,FC Den Bosch,0,1,Verloren
03-03-2002,Ajax,Feyenoord,1,1,Gelijk
03-03-2002,FC Twente,NEC,2,0,Gewonnen
03-03-2002,Sparta,Fortuna Sittard,0,0,Gelijk
03-03-2002,FC Groningen,RKC Waalwijk,1,1,Gelijk
04-03-2002,Roda JC,Vitesse,0,2,Verloren
08-03-2002,FC Utrecht,Sparta,4,2,Gewonnen
09-03-2002,sc Heerenveen,RKC Waalwijk,2,0,Gewonnen
09-03-2002,Fortuna Sittard,FC Groningen,0,1,Verloren
09-03-2002,FC Den Bosch,NAC,1,2,Verloren
09-03-2002,PSV,Roda JC,4,1,Gewonnen
09-03-2002,Vitesse,FC Twente,2,0,Gewonnen
10-03-2002,Feyenoord,AZ,4,1,Gewonnen
10-03-2002,NEC,Willem II,3,0,Gewonnen
10-03-2002,Ajax,De Graafschap,4,0,Gewonnen
13-03-2002,NEC,De Graafschap,3,1,Gewonnen
13-03-2002,sc Heerenveen,Fortuna Sittard,3,1,Gewonnen
15-03-2002,Roda JC,NAC,1,1,Gelijk
16-03-2002,Willem II,Sparta,4,0,Gewonnen
16-03-2002,AZ,De Graafschap,2,1,Gewonnen
17-03-2002,Ajax,sc Heerenveen,2,0,Gewonnen
17-03-2002,RKC Waalwijk,NEC,2,1,Gewonnen
17-03-2002,FC Twente,FC Groningen,0,1,Verloren
17-03-2002,Vitesse,PSV,0,0,Gelijk
17-03-2002,FC Utrecht,Fortuna Sittard,3,0,Gewonnen
17-03-2002,Feyenoord,FC Den Bosch,3,0,Gewonnen
22-03-2002,Fortuna Sittard,AZ,0,1,Verloren
23-03-2002,NAC,Vitesse,3,3,Gelijk
23-03-2002,sc Heerenveen,NEC,4,0,Gewonnen
23-03-2002,FC Den Bosch,Willem II,1,2,Verloren
24-03-2002,PSV,Ajax,1,1,Gelijk
24-03-2002,RKC Waalwijk,FC Twente,3,1,Gewonnen
24-03-2002,Sparta,Feyenoord,0,5,Verloren
24-03-2002,FC Groningen,Roda JC,0,2,Verloren
24-03-2002,De Graafschap,FC Utrecht,0,0,Gelijk
30-03-2002,NAC,De Graafschap,1,0,Gewonnen
30-03-2002,Roda JC,Sparta,3,0,Gewonnen
30-03-2002,AZ,FC Twente,0,2,Verloren
30-03-2002,NEC,Fortuna Sittard,3,1,Gewonnen
31-03-2002,Feyenoord,RKC Waalwijk,1,1,Gelijk
31-03-2002,Vitesse,Ajax,3,1,Gewonnen
01-04-2002,PSV,sc Heerenveen,4,1,Gewonnen
01-04-2002,FC Utrecht,FC Den Bosch,3,1,Gewonnen
03-04-2002,Ajax,FC Groningen,4,3,Gewonnen
05-04-2002,FC Twente,Sparta,2,0,Gewonnen
06-04-2002,Roda JC,AZ,0,0,Gelijk
06-04-2002,Willem II,Fortuna Sittard,3,0,Gewonnen
06-04-2002,De Graafschap,RKC Waalwijk,3,1,Gewonnen
06-04-2002,Vitesse,sc Heerenveen,0,0,Gelijk
07-04-2002,FC Groningen,NEC,2,2,Gelijk
07-04-2002,FC Den Bosch,PSV,0,1,Verloren
07-04-2002,Feyenoord,NAC,0,0,Gelijk
13-04-2002,Fortuna Sittard,FC Twente,2,0,Gewonnen
13-04-2002,De Graafschap,sc Heerenveen,1,2,Verloren
13-04-2002,NAC,NEC,1,3,Verloren
13-04-2002,FC Den Bosch,Roda JC,3,1,Gewonnen
13-04-2002,AZ,Willem II,2,2,Gelijk
14-04-2002,PSV,Feyenoord,2,0,Gewonnen
14-04-2002,Sparta,Ajax,0,4,Verloren
14-04-2002,RKC Waalwijk,FC Utrecht,1,2,Verloren
14-04-2002,FC Groningen,Vitesse,0,1,Verloren
19-04-2002,Fortuna Sittard,Feyenoord,1,2,Verloren
20-04-2002,sc Heerenveen,Roda JC,0,0,Gelijk
20-04-2002,FC Twente,PSV,1,1,Gelijk
20-04-2002,Willem II,De Graafschap,2,2,Gelijk
20-04-2002,Sparta,Vitesse,0,1,Verloren
20-04-2002,RKC Waalwijk,NAC,4,1,Gewonnen
21-04-2002,NEC,FC Den Bosch,2,1,Gewonnen
21-04-2002,Ajax,FC Utrecht,1,0,Gewonnen
24-04-2002,PSV,Willem II,6,0,Gewonnen
24-04-2002,FC Utrecht,AZ,3,2,Gewonnen
24-04-2002,sc Heerenveen,FC Groningen,2,0,Gewonnen
25-04-2002,De Graafschap,Feyenoord,1,0,Gewonnen
28-04-2002,Ajax,FC Den Bosch,2,0,Gewonnen
28-04-2002,FC Groningen,De Graafschap,2,0,Gewonnen
28-04-2002,Feyenoord,sc Heerenveen,3,2,Gewonnen
28-04-2002,Roda JC,RKC Waalwijk,1,0,Gewonnen
28-04-2002,AZ,NEC,5,0,Gewonnen
28-04-2002,NAC,Fortuna Sittard,3,1,Gewonnen
28-04-2002,FC Twente,FC Utrecht,2,0,Gewonnen
28-04-2002,Vitesse,Willem II,4,2,Gewonnen
28-04-2002,PSV,Sparta,3,0,Gewonnen
05-05-2002,Fortuna Sittard,Roda JC,0,0,Gelijk
05-05-2002,FC Utrecht,NAC,0,0,Gelijk
05-05-2002,RKC Waalwijk,Vitesse,3,2,Gewonnen
05-05-2002,FC Den Bosch,AZ,0,1,Verloren
05-05-2002,De Graafschap,PSV,2,2,Gelijk
05-05-2002,sc Heerenveen,FC Twente,0,0,Gelijk
05-05-2002,Willem II,Feyenoord,0,0,Gelijk
05-05-2002,Sparta,FC Groningen,0,0,Gelijk
05-05-2002,NEC,Ajax,0,2,Verloren
